hotstar_id,title,genre,year,age_rating,running_time,seasons,episodes,type,rating,views
1000109911,Jagathguru Adisankaran,Biopic,1977,U,128,,,movie,3,34390
1260117882,The Last Letter,Drama,2021,U/A 7+,12,,,movie,4,151214
1260104662,Twenty One Grams,Thriller,2022,U/A 13+,132,,,movie,4,479366
1770004969,Jane,Documentary,2018,U,1,,,movie,5,756801
1260016854,Chicken Little,Animation,2005,U,80,,,movie,4,219730
1000233194,Brindhaavanam,Drama,2017,U,110,,,movie,4,937366
1000057155,Premisthe,Romance,2005,U/A 13+,144,,,movie,4,349148
1000162912,Preethi Nee Shashwathana,Romance,2010,U/A 13+,124,,,movie,2,46275
1770017021,Tu Hai Mera Sunday,Comedy,2017,U/A 13+,119,,,movie,4,898401
1610017551,Last Time,Romance,2019,U/A 13+,16,,,movie,4,232764
1826034302,The Porter,Documentary,2019,U/A 7+,18,,,movie,4,210840
1835060556,Mumbai Meri Jaan - Animated Visual Short Film,Drama,2020,U/A 7+,5,,,movie,2,13162
1808035386,Samarth,Drama,2020,U/A 7+,5,,,movie,2,10275
1260086471,The Burning Train,Action,1980,U/A 13+,152,,,movie,5,414660
1000159279,Sambhavami Yuge Yuge,Comedy,1972,U,145,,,movie,4,633478
1000163605,Poomarathanalil,Drama,1997,U/A 16+,120,,,movie,2,48582
1835050018,Black Label,Crime,2019,U/A 13+,24,,,movie,2,10471
1100017997,Laila O Laila,Romance,2014,U/A 13+,139,,,movie,2,1791
1000053838,Baby,Action,2015,U/A 16+,153,,,movie,2,5261
1260041027,The Garden of Evening Mists,Romance,2019,U/A 16+,115,,,movie,4,240395
1836045441,Khat,Drama,2020,U/A 13+,10,,,movie,5,914871
1260024435,Diving with Dolphins,Animals & Nature,2020,U,77,,,movie,2,1595
1000188179,Saavira Mettilu,Drama,2006,U/A 13+,138,,,movie,4,661781
1000101319,Malayala Masom Chingam Onnu,Comedy,1996,U/A 13+,124,,,movie,5,786768
1260117186,Grimcutty,Horror,2022,A,100,,,movie,4,312637
1000063861,Hungama,Comedy,2005,U/A 13+,141,,,movie,5,387607
1770000300,Prometheus,Action,2012,U/A 16+,123,,,movie,5,808189
1260027477,Tinker Bell,Animation,2008,U,77,,,movie,3,36844
1000118529,Puthan Panam,Thriller,2017,U/A 16+,134,,,movie,3,20630
1260083553,The King's Man,Action,2021,U/A 16+,130,,,movie,4,375285
1000109416,Ikkareyanente Manasam,Drama,1997,U,139,,,movie,4,678336
1000034567,Nokketha doorathu Kannum Nattu,Family,1985,U,125,,,movie,2,7942
1260028587,The Santa Clause 3: The Escape Clause,Comedy,2006,U,91,,,movie,3,30902
1260122355,Night at the Museum: Kahmunrah Rises Again,Adventure,2022,U/A 7+,77,,,movie,5,175822
1000160368,The Metro,Thriller,2011,U/A 16+,131,,,movie,2,41988
1260127418,Make Her Happy,Romance,2022,U/A 16+,9,,,movie,4,466515
1000106437,Chithram,Comedy,1988,U,156,,,movie,4,558639
1770000287,Kingsman: The Secret Service,Action,2015,U/A 16+,123,,,movie,3,43066
1000069262,Aakasam,Family,2007,U/A 7+,112,,,movie,5,163738
1770017230,The Tale,Drama,2018,A,109,,,movie,3,15170
1000105260,Manu Uncle,Family,1988,U/A 13+,117,,,movie,5,892702
1260104789,Baghban,Drama,2003,U/A 7+,170,,,movie,2,39332
1000164308,Poovinu Puthiya Poonthennal,Action,1986,U/A 13+,121,,,movie,4,53639
1000212813,Ajnabee,Thriller,2001,U/A 7+,142,,,movie,5,721106
1000221064,Sultan: The Saviour,Thriller,2018,U/A 13+,153,,,movie,3,25552
1260017666,Nee Naan Naam,Romance,2015,U,132,,,movie,4,626512
1808050111,Not Out,Drama,2019,U/A 7+,9,,,movie,2,19300
1000060074,Hudugaru,Drama,2011,U/A 7+,142,,,movie,3,15453
1000019459,Nautanki Saala!,Romance,2013,U/A 13+,115,,,movie,5,919562
1000063207,Allari Bullodu,Romance,2005,U/A 13+,149,,,movie,4,233573
1770002765,Paglu 2,Comedy,2012,U/A 13+,141,,,movie,4,854204
1000160882,Shudhikalasham,Drama,1979,U/A 13+,146,,,movie,2,22884
1660010677,Avengers: Infinity War,Superhero,2018,U/A 13+,149,,,movie,2,3673
1260024199,Maula Baksh De,Drama,2013,U/A 16+,11,,,movie,3,20409
1000074329,Surya Vs Surya,Romance,2015,U/A 13+,124,,,movie,2,21417
1770021093,Warm Springs,Biopic,2005,U/A 13+,115,,,movie,5,774823
1826035636,Signal,Drama,2020,U/A 13+,32,,,movie,4,825128
1000096733,SMS 6260,Comedy,2007,U/A 13+,115,,,movie,2,14238
1260106604,Boy and Girl,Drama,2018,U/A 13+,8,,,movie,2,10560
1770001029,The Sound Of Music,Musical,1965,U,174,,,movie,3,22364
1000087102,He Named Me Malala,Documentary,2015,U/A 13+,84,,,movie,5,920244
1260105829,I'm Home,Horror,2017,U/A 13+,9,,,movie,4,963652
1000064725,Bhaktha Sankara,Family,2012,U/A 13+,128,,,movie,4,285162
1000105597,Mathai Kuzhappakkaranalla,Comedy,2014,U,105,,,movie,4,867609
1000163848,Vardhakyapuranam,Comedy,1994,U/A 7+,143,,,movie,4,488015
1770021193,Will Ferrell: You're Welcome America. A Final Night With George W Bush,Standup Comedy,2018,A,91,,,movie,5,844334
1260027147,Tooth Fairy 2,Adventure,2012,U/A 7+,90,,,movie,2,49099
1260043422,Rambabu,Comedy,2018,U/A 13+,14,,,movie,2,32035
1000058432,Dhoni,Kids,2012,U,135,,,movie,3,12099
1260040680,Andha Oru Nimisham,Romance,2017,U/A 16+,152,,,movie,3,19430
1000115956,Machha,Action,2009,U/A 16+,127,,,movie,5,893194
1000112885,Meen,Drama,1980,U/A 16+,146,,,movie,2,35754
1260024280,Lullaby,Family,2017,U/A 16+,15,,,movie,2,42479
1770002654,Deva,Drama,2002,U,152,,,movie,4,168578
1000074498,Dr. Saleem,Drama,2015,U/A 13+,125,,,movie,3,29768
1000063694,Danger,Action,2005,U/A 13+,125,,,movie,2,36078
1260010712,Kaashmora,Action,2016,U/A 16+,156,,,movie,2,35561
1000108026,Hitlist,Drama,1996,U/A 16+,143,,,movie,4,187614
1000154487,Mooladhanam,Drama,1969,U/A 13+,159,,,movie,2,23775
1660010203,The Princess Diaries 2: Royal Engagement,Comedy,2004,U/A 7+,113,,,movie,3,46176
1260018150,Star Wars: The Force Awakens,Science Fiction,2015,U/A 13+,138,,,movie,2,46220
1000163536,Chemparathy,Thriller,1972,U/A 13+,136,,,movie,2,34917
1770002652,Janeman,Drama,2012,U/A 13+,129,,,movie,2,28809
1260047826,Ammoru Thalli,Drama,2020,U/A 13+,134,,,movie,3,5902
1260129631,Taxi Ride,Drama,2023,U/A 13+,15,,,movie,4,715883
1000153105,Ajju,Drama,2004,U/A 13+,135,,,movie,3,20363
1000044081,Mr. Painter,Comedy,2009,U/A 13+,116,,,movie,2,41481
1000100391,Kanyakumari Express,Crime,2010,U/A 13+,109,,,movie,3,31225
1260086810,83,Sport,2021,U/A 7+,160,,,movie,5,190738
1000216223,Bal Ganesh and the Pomzom Planet,Kids,2017,U,79,,,movie,2,39251
1826063791,Maharajin,Documentary,2018,U/A 16+,31,,,movie,3,7225
1000044066,Attahasa,Biopic,2013,U/A 16+,163,,,movie,3,23345
1260027156,From Justin To Kelly,Romance,2003,U/A 13+,81,,,movie,5,337892
1000183311,Hosa Varsha,Drama,2007,U/A 13+,94,,,movie,2,10436
1000106103,Appunni,Romance,1984,U,132,,,movie,3,30307
1260069109,Well Done Abba,Comedy,2010,U/A 13+,134,,,movie,5,604660
1260107699,Aam Log,Drama,2021,U,8,,,movie,4,462699
1000069151,Sneham,Drama,1986,U/A 13+,132,,,movie,3,5444
1000068426,Gayatri 1920,Horror,2008,U/A 16+,129,,,movie,4,616294
1000068942,Magaadu,Drama,2003,U/A 13+,102,,,movie,3,13105
1000225691,Megafactories: Lego,Science,2017,U/A 7+,45,,,movie,2,15486
1260009579,Ghulam The Revolt,Action,2002,U/A 16+,124,,,movie,4,271285
1770001199,Independence Day,Action,1996,U/A 13+,138,,,movie,5,470728
1000101218,23rd March 1931 Shaheed,Drama,2002,U,182,,,movie,5,719968
1660000042,Iron Man 3,Superhero,2013,U/A 13+,130,,,movie,2,26677
1260117130,Charitra Varnan,Thriller,2022,U/A 16+,12,,,movie,5,675657
1770000948,Avatar,Science Fiction,2009,U/A 13+,161,,,movie,3,24881
1000097911,Naanu Police Agthini,Action,2011,U/A 13+,111,,,movie,5,933899
1000087354,Poojari,Action,2007,U/A 16+,148,,,movie,2,27153
1000070306,Priyamina Nestam,Drama,1990,U/A 13+,116,,,movie,4,103470
1000239156,F2: Fun and Frustration,Comedy,2018,U/A 13+,139,,,movie,2,38194
1000225725,Johny Johny Yes Appa,Comedy,2018,U/A 7+,136,,,movie,4,92916
1000094296,Hailesa,Comedy,2009,U/A 13+,132,,,movie,4,271768
1000088043,Chandrakala,Drama,2014,U/A 16+,139,,,movie,2,13142
1100018677,Raja Rajathan,Action,2017,U/A 13+,144,,,movie,5,604585
1770020239,Isle of Dogs,Animation,2018,U/A 13+,101,,,movie,4,953232
1260009590,Mohini,Horror,2019,U/A 13+,123,,,movie,4,259639
1260021477,En Kaathalukku Naane Villan,Drama,2011,U/A 13+,145,,,movie,4,504963
1826060652,Lunch Stories Chapter 2 | The 'Date' Story,Drama,2021,U/A 13+,19,,,movie,2,35488
1610013830,2B not 2B,Drama,2012,U/A 16+,14,,,movie,4,623445
1808053173,MAYA,Thriller,2020,U/A 13+,23,,,movie,4,117815
1770021440,A Promise To Carolyn,Crime,1996,U/A 16+,88,,,movie,3,49529
1820035544,Udne Do,Drama,2018,U/A 16+,30,,,movie,5,840581
1000104505,Daag - The Fire,Action,1999,U/A 16+,161,,,movie,5,287034
1260027808,Artemis Fowl,Action,2020,U/A 7+,94,,,movie,2,44448
1000108054,Siripuram Chinnodu,Action,1988,U/A 13+,123,,,movie,5,669533
1260109642,Peeran,Drama,2022,U/A 13+,17,,,movie,3,45725
1000109044,Akasathekkoru Kilivathil,Romance,1996,U/A 7+,85,,,movie,3,45080
1000109086,Cinema Pichodu,Drama,1980,U/A 13+,120,,,movie,5,534656
1260098057,Looking for Mr. Right,Comedy,2018,U/A 13+,19,,,movie,4,997030
1000230504,Ranjan,Drama,2017,U/A 13+,128,,,movie,4,391837
1000066954,Gouravam,Drama,2013,U/A 13+,132,,,movie,3,8177
1260124384,Mazhabi Laddu,Drama,2021,U/A 16+,25,,,movie,3,1430
1770001359,Alien3,Action,1992,A,114,,,movie,3,15903
1260014304,The Favourite,Historical,2018,A,119,,,movie,3,42415
1260016802,Shanghai Noon,Action,2000,U/A 13+,110,,,movie,3,1100
1770003648,Love Express,Comedy,2016,U,141,,,movie,5,138938
1000239109,Dumdaar Khiladi,Romance,2018,U,133,,,movie,5,203108
1000107874,Mayaponman,Comedy,1997,U/A 7+,146,,,movie,5,304219
1000120365,Badhaai Ho,Comedy,2018,U,123,,,movie,2,19303
1000105098,Sandarbham,Drama,1984,U/A 13+,138,,,movie,4,763100
1000108937,Ee Puzhayum Kadannu,Romance,1996,U,139,,,movie,5,270324
1000169843,Sundara Kanye,Romance,2000,U/A 16+,86,,,movie,4,841414
1260027157,Breaking Away,Drama,1979,U/A 13+,100,,,movie,4,517922
1260112838,One By One,Thriller,2022,U/A 16+,19,,,movie,5,207372
1260099547,Baat Suno,Drama,2020,U/A 13+,2,,,movie,3,34770
1260126792,Bas 2 Minute,Romance,2022,U/A 13+,28,,,movie,5,885929
1000238182,Guddu,Drama,1995,U,148,,,movie,5,173188
1260108089,Cheater,Comedy,2022,U/A 13+,6,,,movie,3,4389
1000070307,Shakti,Action,2011,U/A 13+,158,,,movie,2,37379
1000100779,Colours,Comedy,2009,U/A 13+,125,,,movie,3,40133
1260110561,Our America: Accomplices - The Story of Ady Barkan,Documentary,2021,U/A 13+,21,,,movie,5,412353
1260037086,Afsos,Family,2018,U/A 7+,15,,,movie,4,738466
1260039046,Ennodu Modhi Paar,Action,2018,U/A 16+,143,,,movie,2,29878
1000036247,Ananthabhadram,Horror,2005,U/A 13+,128,,,movie,5,434347
1260020868,Lost World of the Maya,Documentary,2020,U/A 13+,44,,,movie,2,19918
1000106635,Aye Auto,Romance,1990,U,132,,,movie,4,779047
1000108015,Aaradimanninte Janmi,Romance,1972,U/A 7+,151,,,movie,5,846640
1260048404,Black Beauty,Drama,2020,U/A 7+,108,,,movie,3,29383
1000036342,Videsi Nair Swadesi Nair,Romance,2002,U/A 13+,117,,,movie,5,783374
1837046700,First World Problems,Comedy,2021,U/A 16+,6,,,movie,2,4648
1260126045,Ras,Drama,2022,U/A 16+,28,,,movie,2,16817
1000163543,No 20 Madras Mail,Comedy,1990,U/A 13+,170,,,movie,3,25395
1000107733,Ente Sooryaputhrikku,Drama,1991,U/A 7+,130,,,movie,5,523910
1260062908,Gud Gud Wala Pyaar,Romance,2021,A,10,,,movie,3,9901
1260126047,Baalak,Drama,2021,U/A 13+,14,,,movie,2,11049
1260118980,Palthu Janwar,Drama,2022,U/A 7+,117,,,movie,3,12395
1000105925,Amrutham Gamaya,Drama,1987,U/A 13+,153,,,movie,3,19911
1000212851,Anwar,Drama,2007,U/A 13+,136,,,movie,4,709896
1260018306,The Incredibles,Animation,2004,U,115,,,movie,3,37971
1260018026,The Jungle Book,Animation,1967,U,77,,,movie,2,41328
1000102050,Ustad Hotel,Drama,2012,U/A 7+,144,,,movie,2,14892
1000097395,Nanna Olavina Banna,Romance,2010,U/A 13+,137,,,movie,2,1946
1835048483,Best Friend,Thriller,2020,U/A 16+,8,,,movie,5,290926
1260111097,The Guardians of the Galaxy Holiday Special,Action,2022,U/A 13+,41,,,movie,2,31682
1000234476,Tribe Vs Pride,Animals & Nature,2018,U/A 7+,42,,,movie,2,1396
1260087659,Theal,Action,2022,U/A 16+,113,,,movie,2,45578
1000105761,Amma Andre,Drama,2009,U/A 7+,106,,,movie,2,39401
1610029818,2 Cups,Romance,2019,U/A 7+,30,,,movie,4,406940
1260110778,Spencer & Robert's Game Day Buffet,Food,2016,U/A 13+,42,,,movie,3,2213
1000037745,Veeralippattu,Drama,2007,U,112,,,movie,3,26283
1000057144,Ninne Pelladatha,Romance,1996,U/A 13+,146,,,movie,5,246607
1770021317,Katt Williams: Priceless: Afterlife,Standup Comedy,2014,A,57,,,movie,2,40784
1260018320,Million Dollar Arm,Historical,2014,U/A 7+,124,,,movie,4,444167
1260028564,Operation Dumbo Drop,Family,1995,U/A 7+,107,,,movie,5,87591
1770005020,Chennai Megafloods,Documentary,2016,U/A 7+,43,,,movie,3,21370
1000067904,Kutti Chetan and Friends,Kids,2013,U,107,,,movie,5,456372
1260112810,The Whisperer,Horror,2022,U/A 16+,18,,,movie,2,11520
1000163537,Padunna Puzha,Drama,1968,U,132,,,movie,2,44748
1000184249,Hennige Rakshane Yallide,Drama,2006,U/A 13+,114,,,movie,3,20451
1260110186,Sambhram,Thriller,2022,U/A 13+,14,,,movie,3,16230
1770021129,On Location: George Carlin At USC,Standup Comedy,1977,U/A 16+,85,,,movie,5,952976
1000109046,Archana,Romance,1966,U,114,,,movie,4,75373
1260018318,The Mighty Ducks,Comedy,1992,U/A 7+,103,,,movie,5,837240
1000070712,Bullet,Action,2008,U/A 13+,128,,,movie,5,231213
1000057733,Malini 22  Palayamkottai,Thriller,2014,U/A 16+,120,,,movie,2,36290
1000055390,Saradaga Kaasepu,Comedy,2010,U/A 13+,124,,,movie,3,6383
1610013914,Life 2.0,Drama,2020,U/A 13+,14,,,movie,4,613736
1260008895,Magadheera,Action,2014,U/A 13+,152,,,movie,3,9328
1000208913,Bhanu Pelo Lottery,Comedy,1958,U,103,,,movie,3,8517
1260103767,A Fan’s Guide to Ms. Marvel,Documentary,2022,U/A 7+,4,,,movie,3,4652
1000106047,Ekalavya,Drama,2008,U/A 13+,106,,,movie,5,317686
1260103914,Peekaboo,Horror,2021,U/A 16+,10,,,movie,2,12943
1000105981,Aayushkalam,Comedy,1992,U/A 13+,133,,,movie,5,313420
1000109183,Dharkan,Thriller,1972,U,139,,,movie,5,342135
1000157127,Nruthasala,Drama,1972,U/A 13+,144,,,movie,5,399292
1000163704,Vazhunnor,Drama,1999,U/A 13+,156,,,movie,3,31310
1000160883,Thazhvaram,Thriller,1990,U/A 13+,122,,,movie,5,430669
1260054414,Arjun Varma,Romance,2020,U/A 16+,180,,,movie,2,30146
1000102755,Nayi Neralu,Drama,2007,U/A 7+,130,,,movie,3,26791
1260044774,Clouds,Biopic,2020,U/A 13+,121,,,movie,2,41247
1000159902,Sipayi Lahala,Comedy,1995,U/A 7+,125,,,movie,4,826694
1260102784,Waqt,Drama,1965,U,178,,,movie,2,43863
1000216122,Bioscopewala,Drama,2018,U/A 13+,92,,,movie,3,28887
1000066653,Money Money More Money,Comedy,2011,U/A 13+,114,,,movie,3,24508
1000110293,Grihalakshmi,Family,1981,U/A 13+,140,,,movie,2,42909
1770020994,Amy Schumer: Live At The Apollo,Standup Comedy,2015,A,57,,,movie,3,44721
1260018314,Maleficent,Family,2014,U/A 7+,97,,,movie,5,185268
1000154472,Maalika Paniyunnavar,Drama,1974,U/A 13+,106,,,movie,4,248968
1260018338,Pirates Of The Caribbean: On Stranger Tides,Action,2011,U/A 13+,136,,,movie,4,176036
1000230153,Birth Of A Pride,Animals & Nature,2019,U/A 7+,44,,,movie,5,720142
1260127432,Kaise Ho,Drama,2021,U/A 16+,14,,,movie,5,244934
1260111123,Andor: A Disney+ Day Special Look,Science Fiction,2022,U/A 13+,9,,,movie,4,625989
1000239526,Dongri Ka Raja,Drama,2016,U/A 13+,126,,,movie,4,515117
1260027177,Say Anything,Romance,1989,U/A 16+,100,,,movie,4,537970
1260126989,The 100th,Romance,2021,U/A 16+,35,,,movie,4,75980
1000108805,Manchi Manishi - Dada,Drama,1984,U/A 13+,120,,,movie,5,670785
1260125105,Green Room- Thehrav,Drama,2021,U/A 13+,10,,,movie,2,13064
1770019083,My Dinner with Herve,Drama,2018,A,101,,,movie,5,864250
1260107086,Bharata,Drama,2020,U/A 16+,9,,,movie,2,40772
1260014718,Glass,Mystery,2019,U/A 16+,129,,,movie,5,699819
1260045049,Treasure of Matecumbe,Family,1976,U/A 7+,115,,,movie,2,37672
1770002764,Nater Guru,Romance,2003,U,140,,,movie,2,8187
1826023664,Bedhab,Thriller,2019,U/A 13+,37,,,movie,3,7228
1835061605,Yesterday,Drama,2019,U/A 13+,16,,,movie,3,11908
1260104517,First Second Chance,Drama,2022,U/A 13+,24,,,movie,3,26753
1260118354,Bhaskar Bechain,Drama,2022,U/A 16+,30,,,movie,4,511347
1260024252,Ramji Bhai,Comedy,2015,U/A 13+,10,,,movie,4,747409
1770016367,Khwaabb,Drama,2014,U,85,,,movie,3,39166
1000099595,Sangeetha Lakshmi,Drama,1964,U/A 13+,126,,,movie,5,969030
1000066480,Rajeshwari Kalyanam,Drama,1993,U/A 13+,131,,,movie,4,428841
1000099319,Bet,Drama,2009,U/A 13+,140,,,movie,2,31324
1260102241,Make A Wish,Comedy,2020,U/A 13+,3,,,movie,3,30692
1000068515,Uppukandam Brothers,Comedy,1993,U/A 13+,2,,,movie,4,294316
1000159791,Oru Katha Oru Nunakkatha,Romance,1986,U,128,,,movie,4,713370
1260018350,The Princess And The Frog,Animation,2009,U,97,,,movie,5,596915
1000102582,Sardar Gabbar Singh,Action,2016,U/A 13+,158,,,movie,3,10071
1260024444,In the Footsteps of Elephant,Animals & Nature,2020,U,84,,,movie,3,47250
1100017825,Gang,Action,2018,U/A 13+,131,,,movie,4,310841
1260084106,Nikaah,Romance,1982,U/A 7+,144,,,movie,3,42263
1000068425,Bapuji Bharatham,Family,1980,U/A 13+,111,,,movie,5,831718
1000107247,Butterflies,Comedy,1993,U/A 13+,144,,,movie,4,224523
1000037734,Bhramaram,Thriller,2009,U/A 13+,143,,,movie,3,47521
1260106077,Pinocchio,Adventure,2022,U/A 7+,105,,,movie,5,782431
1836056832,Tohfa,Comedy,2021,U,11,,,movie,3,28433
1260069641,Shiddat,Romance,2021,U/A 16+,146,,,movie,4,284726
1000231311,L7,Horror,2016,U/A 16+,106,,,movie,2,1535
1260116274,Lucky: No Time For Love,Drama,2005,U/A 13+,133,,,movie,3,16648
1260108547,See Saw,Drama,2022,U/A 13+,25,,,movie,3,46882
1826040414,Drive,Thriller,2018,U/A 16+,22,,,movie,5,153850
1000186416,Prathibhavantharu,Drama,2004,U/A 7+,111,,,movie,4,740082
1000116120,Shumbha Nishumbha,Drama,1980,U/A 13+,108,,,movie,3,33069
1000096629,Baa Bega Chandamama,Romance,2008,U/A 13+,136,,,movie,5,845984
1000058437,Payanam,Action,2011,U/A 13+,131,,,movie,5,733046
1260110820,Bindu,Drama,2022,U/A 13+,24,,,movie,4,91163
1000036270,Pradeshika Varthakal,Romance,1989,U,110,,,movie,4,456323
1000223808,Chekka Chivantha Vaanam,Crime,2018,U/A 16+,136,,,movie,4,643992
1000066951,Sata Lota Pan Sagla Khota,Comedy,2015,U,132,,,movie,5,376332
1770001604,Percy Jackson & The Olympians: The Lightning Thief,Adventure,2010,U/A 7+,118,,,movie,5,591295
1000158804,Puravrutham,Drama,1988,U/A 13+,113,,,movie,5,796660
1836054052,Shayri Aur Tum,Romance,2021,U/A 13+,15,,,movie,4,278607
1260115688,Aghatit,Thriller,2020,U/A 16+,19,,,movie,5,772874
1836049116,Noor,Drama,2019,U/A 7+,10,,,movie,3,19680
1260128188,Lost and Hound,Thriller,2019,U/A 16+,24,,,movie,3,40041
1000097074,6-5=2,Drama,2013,U/A 16+,111,,,movie,4,512760
1000101764,Maseeha,Action,2002,U/A 13+,102,,,movie,5,295277
1260018299,Hidalgo,Historical,2004,U/A 13+,136,,,movie,4,985181
1260124381,Syani,Drama,2016,U/A 13+,5,,,movie,5,823432
1260102069,12th Man,Thriller,2022,U/A 7+,163,,,movie,2,16872
1260010068,Chandrayaan 2: The Landing,Science,2019,U/A 7+,44,,,movie,4,787498
1260051103,Srimati Bhayankari,Comedy,2020,U/A 13+,91,,,movie,2,1784
